# These sectors are used for sharing between consumption of domestically produced crops versus imports
region,supplysector,output.unit,input.unit,price.unit,logit.year.fillout,logit.exponent,logit.type
Europe_Eastern,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Europe_Non_EU,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
European Free Trade Association,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
India,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Indonesia,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Japan,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Mexico,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Middle East,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Pakistan,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Russia,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
South Africa,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
South America_Northern,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
South America_Southern,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
South Asia,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
South Korea,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Southeast Asia,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Taiwan,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Argentina,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
Colombia,regional fibercrop,Mt,Mt,1975$/kg,1975,-2.5,NA
USA,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Eastern,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Northern,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Southern,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Western,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Australia_NZ,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Brazil,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Canada,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Central America and Caribbean,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Central Asia,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
China,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
EU-12,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
EU-15,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Europe_Eastern,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Europe_Non_EU,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
European Free Trade Association,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
India,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Indonesia,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Japan,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Mexico,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Middle East,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Pakistan,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Russia,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South Africa,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South America_Northern,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South America_Southern,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South Asia,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South Korea,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Southeast Asia,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Taiwan,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Argentina,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Colombia,regional misccrop,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
USA,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Eastern,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Northern,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Southern,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Western,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Australia_NZ,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Brazil,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Canada,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Central America and Caribbean,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Central Asia,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
China,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
EU-12,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
EU-15,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Europe_Eastern,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Europe_Non_EU,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
European Free Trade Association,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
India,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Indonesia,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Japan,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Mexico,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Middle East,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Pakistan,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Russia,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South Africa,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South America_Northern,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South America_Southern,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South Asia,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South Korea,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Southeast Asia,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Taiwan,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Argentina,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Colombia,regional oilcrop,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
USA,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Africa_Eastern,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Africa_Northern,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Africa_Southern,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Africa_Western,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Australia_NZ,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Brazil,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Canada,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Central America and Caribbean,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Central Asia,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
China,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
EU-12,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
EU-15,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Europe_Eastern,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Europe_Non_EU,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
European Free Trade Association,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
India,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Indonesia,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Japan,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Mexico,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Middle East,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Pakistan,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Russia,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
South Africa,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
South America_Northern,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
South America_Southern,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
South Asia,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
South Korea,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Southeast Asia,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Taiwan,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Argentina,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
Colombia,regional othergrain,Mt,Mt,1975$/kg,1975,-1.3,NA
USA,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Eastern,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Northern,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Southern,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Africa_Western,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Australia_NZ,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Brazil,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Canada,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Central America and Caribbean,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Central Asia,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
China,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
EU-12,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
EU-15,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Europe_Eastern,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Europe_Non_EU,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
European Free Trade Association,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
India,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Indonesia,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Japan,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Mexico,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Middle East,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Pakistan,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Russia,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South Africa,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South America_Northern,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South America_Southern,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South Asia,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
South Korea,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Southeast Asia,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Taiwan,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Argentina,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
Colombia,regional palmfruit,Mt,Mt,1975$/kg,1975,-2.9899999999999998,NA
USA,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Africa_Eastern,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Africa_Northern,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Africa_Southern,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Africa_Western,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Australia_NZ,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Brazil,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Canada,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Central America and Caribbean,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Central Asia,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
China,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
EU-12,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
EU-15,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Europe_Eastern,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Europe_Non_EU,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
European Free Trade Association,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
India,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Indonesia,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Japan,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Mexico,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Middle East,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Pakistan,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Russia,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
South Africa,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
South America_Northern,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
South America_Southern,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
South Asia,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
South Korea,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Southeast Asia,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Taiwan,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Argentina,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
Colombia,regional rice,Mt,Mt,1975$/kg,1975,-2.9,NA
USA,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Eastern,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Northern,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Southern,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Africa_Western,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Australia_NZ,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Brazil,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Canada,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Central America and Caribbean,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Central Asia,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
China,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
EU-12,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
EU-15,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Europe_Eastern,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Europe_Non_EU,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
European Free Trade Association,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
India,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Indonesia,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Japan,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Mexico,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Middle East,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Pakistan,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Russia,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South Africa,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South America_Northern,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South America_Southern,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South Asia,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
South Korea,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Southeast Asia,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Taiwan,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Argentina,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
Colombia,regional roottuber,Mt,Mt,1975$/kg,1975,-2.4099999999999997,NA
USA,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Africa_Eastern,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Africa_Northern,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Africa_Southern,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Africa_Western,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Australia_NZ,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Brazil,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Canada,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Central America and Caribbean,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Central Asia,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
China,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
EU-12,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
EU-15,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Europe_Eastern,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Europe_Non_EU,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
European Free Trade Association,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
India,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Indonesia,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Japan,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Mexico,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Middle East,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Pakistan,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Russia,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
South Africa,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
South America_Northern,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
South America_Southern,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
South Asia,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
South Korea,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Southeast Asia,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Taiwan,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Argentina,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
Colombia,regional sugarcrop,Mt,Mt,1975$/kg,1975,-2.7,NA
USA,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Africa_Eastern,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Africa_Northern,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Africa_Southern,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Africa_Western,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Australia_NZ,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Brazil,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Canada,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Central America and Caribbean,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Central Asia,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
China,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
EU-12,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
EU-15,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Europe_Eastern,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Europe_Non_EU,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
European Free Trade Association,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
India,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Indonesia,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Japan,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Mexico,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Middle East,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Pakistan,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Russia,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
South Africa,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
South America_Northern,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
South America_Southern,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
South Asia,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
South Korea,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Southeast Asia,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Taiwan,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Argentina,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
Colombia,regional wheat,Mt,Mt,1975$/kg,1975,-4.45,NA
USA,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Africa_Eastern,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Africa_Northern,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Africa_Southern,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Africa_Western,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Australia_NZ,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Brazil,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Canada,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Central America and Caribbean,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Central Asia,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
China,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
EU-12,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
EU-15,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Europe_Eastern,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Europe_Non_EU,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
European Free Trade Association,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
India,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Indonesia,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
Japan,regional beef,Mt,Mt,1975$/kg,1975,-3.9,NA
